"Fiscal Year","Employer","Initial Approvals","Initial Denials","Continuing Approvals","Continuing Denials","NAICS","Tax ID","State","City","ZIP"
"2020","BIZINTEX INC","0","0","1","2","54","0944","GA","WOODSTOCK","30188"
"2020","ALPHA HEALTHCARE GROUP LLC","0","0","1","0","62","2051","MD","BALTIMORE","21218"
"2020","GLOBAL NEST LLC","0","0","1","0","54","1471","NJ","MORGANVILLE","07751"
"2020","LSM LIMITED CORP","0","1","0","0","72","7137","MA","BRIGHTON","02135"
"2020","SKY UNION LLC","1","0","0","0","54","8848","CA","FREMONT","94538"
"2020","MAVERICK FAMILY DENTAL PC DBA DR D","1","0","5","0","62","1099","MA","EAST BOSTON","02128"
"2020","EVERIDGE INC","0","0","1","0","33","8273","MN","PLYMOUTH","55446"
"2020","VIACOM INTERNATIONAL INC","2","0","4","0","51","6882","NY","NEW YORK","10036"
"2020","ADITI LLC","0","0","2","0","54","8147","MD","COLUMBIA","21045"
"2020","IVYTECH SOLUTIONS INC","0","0","3","1","54","2736","IL","ARLINGTON HEIGHTS","60004"
"2020","HOUSE CALL MEDICAL SVCS NEW YORK","0","0","1","0","62","2949","NY","BRONX","10461"
"2020","CUMBERLAND PLASTIC SYSTEMS LLC","1","0","0","0","99","3851","AL","OPELIKA","36801"
"2020","KAPLI INC","0","1","0","0","61","9139","NJ","PALISADES PARK","07650"
"2020","PACKET ONE LLC","0","0","1","0","54","0337","IL","LAKE ZURICH","60047"
"2020","PACKET ONE LLC","0","0","1","0","54","0337","MI","WOODHAVEN","48183"
"2020","ARCHWAY MARKETING SVCS","1","0","0","0","54","1602","MI","ROMULUS","48174"
"2020","COMTRIX SOLUTIONS INC","0","0","2","0","56","2109","VA","ALDIE","20105"
"2020","COMTRIX SOLUTIONS INC","0","0","1","0","53","2109","VA","ASHBURN","20148"
"2020","COMTRIX SOLUTIONS INC","0","0","2","1","56","2109","VA","ASHBURN","20148"
"2020","TRIDENT CONSULTING","1","0","1","1","54","4530","CA","DUBLIN","94568"
"2020","TRIDENT CONSULTING","0","0","1","1","54","4530","CA","SAN RAMON","94583"
"2020","DRIVE CONSTRUCTION INC","0","0","1","0","99","3917","IL","BRIDGEVIEW","60455"
"2020","GDN INFOTECH INC","1","0","12","1","54","7121","IN","INDIANAPOLIS","46241"
"2020","ADVANTAGE BUILDING SUPPLY CORP","1","0","0","0","42","6526","NJ","PATERSON","07513"
"2020","VIVINT INC","1","0","2","1","56","4038","UT","PROVO","84604"
"2020","BATON ROUGE GENERAL PHYSICIAN SERV","0","0","1","0","62","6691","LA","BATON ROUGE","70809"
"2020","CANDOR PS LLC","0","1","2","3","54","7054","CA","SAN JOSE","95138"
"2020","IMVU INC","1","0","1","0","51","2997","CA","REDWOOD CITY","94063"
"2020","RANG TECHNOLOGIES INC","7","0","2","0","54","3120","NJ","PISCATAWAY","08854"
"2020","CLARABRIDGE INC","0","0","1","0","54","8206","VA","RESTON","20191"
"2020","AVENIR ASSOCIATES INC","0","0","3","0","54","3044","NJ","PISCATAWAY","08854"
"2020","NYSE MARKET DE INC","1","0","4","0","52","3731","GA","ATLANTA","30328"
"2020","JOYENT INC","0","0","2","0","51","8847","CA","SAN FRANCISCO","94111"
"2020","HSA & ASSO INC","0","0","1","1","54","1783","CA","WEST COVINA","91790"
"2020","CARVAL INVESTORS","0","0","1","0","52","3520","MN","HOPKINS","55343"
"2020","QLARANT INTEGRITY SOLUTIONS INC","1","0","0","0","62","6994","MD","EASTON","21601"
"2020","SKENDER CONSTRUCTION LLC","1","0","0","0","23","8025","IL","CHICAGO","60607"
"2020","HADIAMONDSTAR SOFTWARE SOLUTIONS","0","0","7","3","54","1131","VA","FAIRFAX","22031"
"2020","SECUREAUTH CORP","0","0","1","0","56","1802","CA","IRVINE","92618"
"2020","PREH INC","1","0","0","0","33","7983","MI","NOVI","48377"
"2020","IDYLLIC SOLUTIONS LLC","0","0","1","0","54","5222","MI","FARMINGTON HILLS","48334"
"2020","DELICATESSEN SERVICES CO LLC","0","0","1","0","42","2248","FL","SARASOTA","34236"
"2020","EARLENS CORPORATION","0","0","1","0","33","4883","CA","MENLO PARK","94025"
"2020","GENERIC SOLUTIONS INC","0","1","1","0","54","5700","TX","DALLAS","75234"
"2020","INTEGRA SOLUTIONS LLC","1","0","0","0","99","4303","FL","MIAMI","33131"
"2020","PRIME HEALTHCARE MANAGEMENT INC","1","0","0","0","55","2701","CA","ONTARIO","91761"
"2020","RAPID EAGLE INC","0","0","1","0","54","1752","CA","FREMONT","94538"
"2020","CTLS LLC DBA MED KNOWLEDGE SHARED","0","1","0","0","54","0999","NY","NEW YORK","10017"
"2020","SARIANA LLC DBA SATECHI","1","0","0","0","99","6769","CA","SAN DIEGO","92120"
"2020","COM4 GLOBAL INC","0","0","1","0","54","8547","VA","ASHBURN","20147"
"2020","IMMUNOMIC THERAPEUTICS INC","1","0","0","0","99","8827","MD","ROCKVILLE","20850"
"2020","PRINCETON CONSULTING LLC","0","0","1","0","54","1854","NY","NEW YORK","10001"
"2020","JIVA INFOTECH INC","1","0","0","0","54","3846","NJ","ISELIN","08830"
"2020","MCGI TEC INC","0","0","1","0","54","6060","MI","NORTHVILLE","48167"
"2020","BPM GEEKS LLC D/B/A BURSYS","0","0","1","0","54","7647","TX","HOUSTON","77077"
"2020","TECHNISAR SOLUTIONS INC","0","0","1","0","54","2053","IL","DEERFIELD","60015"
"2020","ZEN SOLUTIONS INC","0","0","0","1","54","4166","TX","RICHARDSON","75081"
"2020","WORLD ECONOMIC FORUM LLC","4","0","5","0","54","8371","NY","NEW YORK","10017"
"2020","RULESWARE LLC","0","0","5","0","54","9275","IL","SCHAUMBURG","60173"
"2020","ELSBERG & GARRETT LLP","0","0","1","0","99","3093","CA","WALNUT CREEK","94596"
"2020","RHEEM MANUFACTURING COMPANY","1","0","5","0","33","8590","GA","ATLANTA","30328"
"2020","BOLD NORTH AMERICA LLC","0","0","1","0","54","2597","CA","SAN FRANCISCO","94102"
"2020","BOLD NORTH AMERICA LLC","0","0","1","0","54","2597","CA","SAN FRANCISCO","94104"
"2020","ROOSTER TEETH PRODUCTIONS LLC","1","0","0","0","51","3578","TX","AUSTIN","78723"
"2020","SHARAN BUILDERS INC","0","0","1","0","99","7029","NY","COLLEGE POINT","11356"
"2020","DZONE INC D/B/A DEVADA","1","0","0","0","51","3947","NC","DURHAM","27709"
"2020","SAHAA SOLUTIONS LLC DBA EHR2 0 COM","0","0","1","0","54","4117","NC","CARY","27519"
"2020","FIRST SOLAR DEVELOPMENT LLC","0","1","0","0","33","1937","AZ","TEMPE","85281"
"2020","PRIME HEALTHCARE MANAGEMENT INC","6","1","8","1","55","2701","CA","ONTARIO","91761"
"2020","PRIME HEALTHCARE MGMT INC","1","0","0","0","55","2704","CA","ONTARIO","91761"
"2020","MAVERIC NXT INC","1","0","3","0","54","5020","NJ","PRINCETON","08540"
"2020","SINCLAIR SVCS CO","1","0","0","0","54","7749","UT","SALT LAKE CITY","84102"
"2020","C2S TECHNOLOGIES INC","0","0","1","2","54","2047","WA","BELLEVUE","98007"
"2020","JEFFERSON SCIENCE ASSOCIATES LLC","0","0","3","1","54","4952","VA","NEWPORT NEWS","23606"
"2020","BIODESIX INC","1","0","0","0","62","6492","CO","BOULDER","80301"
"2020","NEW MEDISCAN II LLC","0","0","1","0","56","6580","CA","WOODLAND HILLS","91367"
"2020","JAMES Y LEE & CO ACCOUNTANCY CORP","1","0","1","0","54","7295","CA","IRVINE","92606"
"2020","NEMO IT SOLUTIONS INC","1","0","15","0","54","8571","TX","RICHARDSON","75081"
"2020","SPLASH GRAPHICS INC","1","0","0","0","32","3436","IL","WILLOWBROOK","60527"
"2020","ADVANCED GROUND SYSTEMS ENGINEERIN","0","0","1","0","33","1962","CA","SANTA FE SPRINGS","90670"
"2020","PACTERA TECHNOLOGIES INC","2","0","3","0","54","2879","WA","REDMOND","98052"
"2020","KZ KITCHEN CABINET & STONE INC","1","0","0","0","33","5895","CA","SAN JOSE","95131"
"2020","ADVANCED NUMERICAL SOLUTIONS LLC","0","0","1","0","54","0962","OH","HILLIARD","43026"
"2020","RENEE SYSTEMS INC","9","22","7","0","54","5499","OH","BRECKSVILLE","44141"
"2020","RENEE SYSTEMS INC","0","0","1","0","54","5499","OH","CLEVELAND","44114"
"2020","VRRU INC","0","1","0","0","72","0545","CA","DANVILLE","94506"
"2020","WPP GROUP USA INC","1","0","0","0","54","1493","NY","NEW YORK","10017"
"2020","FORMFIRE LLC","1","0","0","0","52","9399","OH","CLEVELAND","44114"
"2020","ASTRA INC","1","0","0","0","54","0061","AZ","TUCSON","85712"
"2020","RAM SOFTWARE SOLUTIONS INC","0","0","1","0","54","5314","NJ","PARSIPPANY","07054"
"2020","DELUXE ENTERTAINMENT SVCS GRP INC","0","0","1","0","51","1725","CA","BURBANK","91504"
"2020","SINTECMEDIA NYC INC","0","0","1","0","51","2479","NY","NEW YORK","10016"
"2020","SAFAVIEH GROUP LLC","0","1","0","0","44","2536","NY","PORT WASHINGTON","11050"
"2020","HYO SEONG AMERICA CORPORATION","0","0","1","0","42","5168","OH","FAIRFIELD","45014"
"2020","MM INFOTECH INC","0","0","1","0","54","0273","NC","DURHAM","27703"
"2020","RAINTREE HEALTHCARE STAFFING INC","0","0","1","0","62","2693","NY","ELMHURST","11373"
"2020","THE INTERSECT GROUP LLC","0","1","0","0","56","3021","GA","ATLANTA","30328"
"2020","ARBORSYS GROUP LLC","0","0","1","0","54","3963","NJ","LAWRENCEVILLE","08648"
"2020","HR PUNDITS INC","1","0","2","1","54","0470","IL","SCHAUMBURG","60173"
"2020","ENTERPRISE IT RESOURCES INC","0","4","1","0","54","4742","NJ","SOUTH PLAINFIELD","07080"
"2020","T O N E HOME HEALTH SERVICES INC","0","0","1","0","62","5505","MI","FARMINGTON HILLS","48331"
"2020","OPENLOGIX CORPORATION","4","1","12","0","54","8566","MI","BLOOMFIELD HILLS","48302"
"2020","METAPRO USA LLC","1","4","2","0","54","0971","TX","GRAPEVINE","76051"
"2020","METAPRO USA LLC","1","0","0","0","56","0971","TX","GRAPEVINE","76051"
"2020","IQUADRA INFORMATION SERVICES LLC","2","1","3","0","54","2772","GA","ATLANTA","30339"
"2020","PERIGONSOFT LLC","0","0","1","0","54","6304","MD","COLUMBIA","21044"
"2020","OPEL SYSTEMS INC","1","0","3","1","54","7857","MI","TROY","48084"
"2020","MICASA GLOBAL INC","0","0","1","0","54","0191","TX","FRISCO","75033"
"2020","MICASA GLOBAL INC","0","0","2","2","54","0191","TX","FRISCO","75034"
"2020","PLUTO7 CONSULTING INC","0","1","0","0","54","0581","CA","SAN JOSE","95134"
"2020","BUSINESS INTELLI SOLUTIONS INC","6","2","7","1","54","1235","TX","FRISCO","75034"
"2020","GLOBALPOINT INC","2","1","9","1","54","7032","NJ","NORTH BRUNSWICK","08902"
"2020","CRYSTAL EQUATION CORPORATION","0","1","2","0","54","3968","IL","CHICAGO","60606"
"2020","PROSOFT IT SERVICES INC","0","2","0","3","54","5848","NY","ROCHESTER","14623"
"2020","CITYWIDE REAL ESTATE INC","1","0","0","0","53","0815","IL","CHICAGO","60611"
"2020","VERSA INTEGRATED SOLUTIONS INC","0","0","1","0","54","2318","MD","BELTSVILLE","20705"
"2020","ITCONSULTING SERVICES INC","0","0","1","0","54","4912","PA","FAIRLESS HILLS","19030"
"2020","FLEX CONSULTING GROUP INC","0","0","1","0","54","6276","NJ","EDISON","08817"
"2020","ASURAGEN INC","0","0","1","0","54","7524","TX","AUSTIN","78744"
"2020","APOGEE MEDICAL GROUP GEORGIA INC","0","0","1","1","62","8057","TX","DALLAS","75225"
"2020","BET INFO SYSS INC DBA SURVEY.COM","1","0","0","0","99","8240","MA","BOSTON","02108"
"2020","CLEARBEST INC","0","1","0","0","54","9250","CA","SACRAMENTO","95816"
"2020","MICROTURN SYSTEMS INC","1","0","0","0","54","6902","NJ","PARSIPPANY","07054"
"2020","VERINOVA TECHNOLOGIES LLC","1","1","0","0","54","7766","GA","ALPHARETTA","30009"
"2020","PRECISION BIOSCIENCES INC","0","0","2","0","54","6017","NC","DURHAM","27701"
"2020","WYNDHAM HOTEL GROUP LLC","1","0","1","0","72","6059","NJ","PARSIPPANY","07054"
"2020","WENOVA INC","0","0","4","1","54","7527","MO","SAINT LOUIS","63146"
"2020","SITEK INC","0","0","1","0","54","7700","KY","LEXINGTON","40513"
"2020","RITE SOFTWARE SOLUTIONS & SERVICES","1","0","0","1","54","9523","TX","HOUSTON","77084"
"2020","THREE DIMENSIONAL RESOURCE PLANNIN","0","0","1","0","54","1341","AZ","SCOTTSDALE","85260"
"2020","LANDMARK BANYAN REAL ESTATE","0","0","1","0","52","7627","NY","NEW YORK","10022"
"2020","JMJ GRACE INC","0","0","0","1","54","9957","NJ","NORTH BRUNSWICK","08902"
"2020","SOUND A SLEEP PLC","0","0","1","0","62","1382","MI","SAGINAW","48604"
"2020","STAFFMETHODS INC","0","0","0","1","54","5073","TX","PLANO","75023"
"2020","FRESH AMERICAN PRODUCE INC","0","0","1","0","42","9264","CA","VERNON","90058"
"2020","TRISYNC TECHNOLOGIES INC","2","0","7","0","54","9844","NJ","SOUTH PLAINFIELD","07080"
"2020","SKY TECHNOLOGIES LLC","2","0","2","0","54","0194","VA","ALEXANDRIA","22314"
"2020","CYMA SYSTEMS INC","2","0","19","10","54","3469","CT","MANCHESTER","06042"
"2020","ITRENEW INC","0","1","0","0","56","6603","CA","NEWARK","94560"
"2020","AMERISOFTPRO SYSTEMS LLC","0","0","6","1","54","9441","NJ","SOMERSET","08873"
"2020","ADVANTEST AMERICA INC","4","0","1","0","33","2678","CA","SAN JOSE","95134"
"2020","AMERICAN GENERAL DESIGN DBA ADEPT","0","0","0","1","54","4841","CA","PASADENA","91101"
"2020","AITA CONSULTING SERVICES INC","1","2","3","0","54","6891","NJ","NORTH BRUNSWICK","08902"
"2020","NEW SPRINGS INC","1","0","0","0","61","8193","FL","TAMPA","33612"
"2020","TECHSPACE SOLUTIONS INC","0","0","0","1","54","1092","NJ","PRINCETON","08540"
"2020","INGENICS CORPORATION","0","0","1","0","54","5257","SC","GREENVILLE","29615"
"2020","ALFA SERVICES USA INC","0","0","2","0","54","6602","NY","NEW YORK","10001"
"2020","HORIZON SOFTECH INC","5","1","5","1","54","8567","MI","TROY","48083"
"2020","FUSION GLOBAL SOLUTIONS LLC","1","3","3","2","54","9033","TX","PLANO","75074"
"2020","VTECH SOLUTIONS INC","0","0","2","0","54","1088","DC","WASHINGTON","20005"
"2020","NAVITAS BUSINESS CONSULTING INC","0","0","2","0","54","8454","VA","HERNDON","20171"
"2020","VAISNAVI GROUP LLC","0","0","1","0","54","1233","VA","MANASSAS","20110"
"2020","SAP TECHNOLOGY SOLUTIONS INC","0","0","1","0","54","1650","IL","VERNON HILLS","60061"
"2020","FOLOR INC","1","0","0","0","23","8553","NY","NEW YORK","10018"
"2020","GNR SYSTEMS INC","2","1","0","0","54","3202","VA","HERNDON","20170"
"2020","BIRDI & ASSOCIATES INC","2","0","0","0","54","3940","CA","PASADENA","91101"
"2020","SENSATA TECHNOLOGIES INC","0","0","1","0","33","7839","MA","ATTLEBORO","02703"
"2020","PROWISE SOLUTIONS INC","0","0","3","2","54","2830","NJ","PISCATAWAY","08854"
"2020","INTERTAD LLC","0","0","1","0","54","5564","CA","SAN RAMON","94582"
"2020","SITEK INC","1","0","2","0","54","7700","KY","LEXINGTON","40513"
"2020","COSTELLI ENTERPRISES INC DBA ES","0","0","1","0","54","9124","NY","NEW YORK","10036"
"2020","LOGIC20/20 INC","0","0","1","0","54","9994","WA","SEATTLE","98134"
"2020","SCIENTIA SYSTEMS LLC","0","0","1","0","54","2435","NH","NASHUA","03060"
"2020","DGS TECHNICAL SVCS INC","1","0","0","0","54","2758","IL","ELGIN","60123"
"2020","HIGHRADIUS CORP","5","2","1","0","54","7150","TX","HOUSTON","77079"
"2020","HERMES NETWORKS INC","1","1","2","0","54","8013","NJ","PLAINSBORO","08536"
"2020","EVOKE TECHNOLOGIES","0","3","1","0","54","8582","OH","DAYTON","45459"
"2020","PROFESSIONALS LLC","0","0","1","0","54","0416","DE","WILMINGTON","19801"
"2020","SCRIBD INC","0","0","1","1","51","0671","CA","SAN FRANCISCO","94107"
"2020","BIBLIOSO CORPORATION","1","0","2","0","54","1174","WA","BELLEVUE","98005"
"2020","INDIGO SLATE INC","0","0","1","0","54","1744","WA","BELLEVUE","98007"
"2020","FACTORY DIRECT WHOLESALE LLC","0","1","0","0","42","2171","GA","DULUTH","30096"
"2020","THINK BIG SOLUTIONS INC","1","0","0","0","54","4265","NJ","PRINCETON JUNCTION","08550"
"2020","VIRTUOSO TECHNOLOGIES INC","4","0","2","0","54","0169","TX","HOUSTON","77077"
"2020","GLOBAL DATA MART INC","1","0","8","2","54","6137","NJ","SOUTH PLAINFIELD","07080"
"2020","DAYBREAK GAME COMPANY LLC","0","0","1","0","51","7762","CA","SAN DIEGO","92128"
"2020","AVVO INC","0","0","2","0","51","9731","WA","SEATTLE","98101"
"2020","AMEYA GLOBAL INC","0","2","0","0","54","0969","MI","FARMINGTON","48335"
"2020","AMEYA GLOBAL INC","0","2","0","0","54","0969","MI","FARMINGTON HILLS","48335"
"2020","EUREKA THERAPEUTICS INC","1","0","0","0","54","4368","CA","EMERYVILLE","94608"
"2020","IMPLIFY INC","0","1","4","0","54","4033","DE","NEWARK","19702"
"2020","CAPITAL INFOTECH INC","0","0","2","0","54","6993","VA","CHANTILLY","20151"
"2020","NEBULA LLC","0","0","1","0","54","7912","VA","ASHBURN","20147"
"2020","INTELLIGENT SOLUTIONS GROUP CORP","0","1","0","0","54","0840","MI","SOUTHFIELD","48034"
"2020","CAMELOT INTEGRATED SOLUTIONS INC","0","0","17","4","54","4559","TX","HOUSTON","77077"
"2020","ALPHAVISTA SERVICES INC","1","0","6","0","62","6251","CA","SAN JOSE","95113"
"2020","OPENCLINICA LLC","0","0","1","0","54","2510","MA","BOSTON","02109"
"2020","OPENCLINICA LLC","1","0","1","0","54","2510","MA","WALTHAM","02451"
"2020","ALPHA SYNOPSYS INC","0","0","2","0","54","3763","MO","CHESTERFIELD","63005"
"2020","CICC US SECURITIES INC","0","0","1","0","52","7617","NY","NEW YORK","10017"
"2020","GUNJAN CUTTING EDGE SOLUTIONS INC","0","0","2","1","54","5629","IL","BLOOMINGTON","61701"
"2020","GAMEVIL COM2US USA INC","0","0","1","0","51","9424","CA","EL SEGUNDO","90245"
"2020","COUPA SOFTWARE INC","0","0","3","0","51","9448","CA","SAN MATEO","94402"
"2020","JACKSON THERAPY PARTNERS LLC","0","0","1","0","54","0776","FL","ORLANDO","32817"
"2020","JACKSON THERAPY PARTNERS LLC","1","0","2","0","56","0776","FL","ORLANDO","32817"
"2020","KC SYNERGY SOLUTIONS INC","1","2","1","0","54","4959","TX","IRVING","75039"
"2020","CONVERGE INFO SYSTEMS","0","1","0","0","54","3980","TX","PLANO","75074"
"2020","POLARIS ASSOC INC ORBIT ANALYTICS","0","0","1","0","54","4752","GA","ALPHARETTA","30005"
"2020","AIRYSOFT INC","0","1","1","0","54","0560","MI","GRAND RAPIDS","49546"
"2020","AIRYSOFT INC","2","3","0","1","54","0560","NJ","PRINCETON","08540"
"2020","METRO ARCHITECTURE PARTNERSHIP INC","1","0","0","0","54","1704","FL","ORLANDO","32819"
"2020","SATURN INFOTECH INC","0","0","2","0","54","2254","PA","NORTH WALES","19454"
"2020","INABIA SOFTWARE & CONSULTING INC","1","0","0","0","54","2632","WA","REDMOND","98052"
"2020","ACULOCITY LLC","0","0","1","0","54","9068","IL","HIGHLAND PARK","60035"
"2020","MIREHAB PC","0","0","1","0","62","0257","MI","FARMINGTON","48334"
"2020","WIMBERLY ALLISON TONG & GOO N A IN","0","0","1","0","54","1979","CA","IRVINE","92618"
"2020","PERIGON INFOTECH INC","2","1","0","0","54","4225","NC","DURHAM","27703"
"2020","LATTICE ENGINES INC","0","0","1","0","54","4228","CA","SAN MATEO","94404"
"2020","SMARTEK21 LLC","5","0","1","0","54","6727","WA","KIRKLAND","98034"
"2020","VERISM SYSTEMS INC","0","1","0","0","54","0863","CA","CONCORD","94520"
"2020","EDIFECS INC","0","0","1","0","54","5419","WA","BELLEVUE","98004"
"2020","EDIFECS INC","15","0","8","0","54","6419","WA","BELLEVUE","98004"
"2020","TANJORE INC","0","0","1","0","44","8329","NY","REGO PARK","11374"
"2020","BCC USA MA INC","0","0","2","0","54","3405","MA","NORWOOD","02062"
"2020","ORPINE INC","6","3","16","7","54","6283","GA","ALPHARETTA","30022"
"2020","REFINITIV US LLC","3","0","9","0","51","0702","NY","NEW YORK","10036"
"2020","RESOURCE STACK INC","1","0","0","0","54","3536","VA","HERNDON","20170"
"2020","KBR INC","3","0","3","0","54","6774","TX","HOUSTON","77002"
"2020","HALO PHARMACEUTICAL INC DBA CAMBRE","0","0","1","0","32","1626","NJ","WHIPPANY","07981"
"2020","INDU LLC DBA INTIGROW","0","0","1","0","54","4288","GA","ATLANTA","30339"
"2020","INDU LLC DBA INTIGROW","0","0","5","2","54","4288","GA","DULUTH","30097"
"2020","PRECISIO BUS SOLNS CORP DBA ASCENT","1","0","0","0","54","6478","NJ","SOMERVILLE","08876"
"2020","INVESTAR BANK","0","0","1","0","52","6870","LA","BATON ROUGE","70816"
"2020","VEJARS TECHNOLOGIES INC","0","0","4","0","54","7310","TX","COPPELL","75019"
"2020","WESTERN UNION LLC","2","0","16","0","52","1550","CO","DENVER","80237"
"2020","PRICE FOR PROFIT LLC","0","0","2","0","54","4115","OH","BEACHWOOD","44122"
"2020","JVIS USA LLC","0","0","1","0","32","7720","MI","SHELBY TOWNSHIP","48315"
"2020","CSI INTERFUSION INC","2","0","1","1","54","1736","WA","BELLEVUE","98005"
"2020","KILREE CONSTRUCTION INC","0","0","1","0","23","0145","NY","MOUNT VERNON","10550"
"2020","GLOBAL BRIDGE INFOTECH INC","0","0","5","0","54","0543","TX","IRVING","75038"
"2020","CONVERGE DIRECT LLC","1","0","0","0","54","0788","NY","MOUNT KISCO","10549"
"2020","GREENWALD DOHERTY LLP","0","0","1","0","54","1728","NY","ORANGEBURG","10962"
"2020","SOVEREIGN TECHNOLOGIES LLC","1","2","4","2","54","1806","MO","SAINT LOUIS","63131"
"2020","VERO BIOTECH LLC DBA VERO BIOTECH","0","0","1","0","32","4159","GA","ATLANTA","30313"
"2020","LATINWORKS MARKETING LLC","0","1","0","0","54","7339","TX","AUSTIN","78703"
"2020","DELTA SYSTEM & SOFTWARE INC","0","2","2","11","54","1339","TX","MCKINNEY","75070"
"2020","JAITRA INC","0","0","1","0","54","2526","NJ","PLAINSBORO","08536"
"2020","GEONAMIC SYSTEMS INC","1","0","0","0","54","9247","GA","DULUTH","30096"
"2020","THOMAS HWANG CPA P C","0","1","0","0","54","9541","TX","DALLAS","75229"
"2020","FIRST SOLAR INC","0","0","2","0","33","3678","AZ","TEMPE","85281"
"2020","INFOJINI INC","0","0","2","0","54","4920","MD","COLUMBIA","21046"
"2020","BRITE SYSTEMS INC","2","1","1","1","54","3468","IN","INDIANAPOLIS","46204"
"2020","SOMOSTV LLC","0","0","1","0","51","7407","FL","MIAMI","33133"
"2020","ENPHASE ENERGY INC","0","0","1","0","33","5388","CA","PETALUMA","94954"
"2020","MARIN SOFTWARE INC","0","0","1","0","51","7180","CA","SAN FRANCISCO","94105"
"2020","NEXTGEN TECHNOLOGIES INC","5","1","1","1","54","1739","CA","SAN JOSE","95112"
"2020","SIGMAWAYS INC","1","2","0","1","54","4317","CA","FREMONT","94538"
"2020","SKOLIX LLC","1","0","0","0","54","5793","TX","PLANO","75024"
"2020","OCTO CONSULTING GROUP LLC","0","0","2","0","54","8157","VA","RESTON","20191"
"2020","LEARNSAP LLC","0","1","0","0","54","8976","TX","PEARLAND","77581"
"2020","SOURCEPRO INC","0","0","1","0","54","0992","MI","ANN ARBOR","48108"
"2020","POPSUGAR INC","1","0","0","0","51","8987","CA","SAN FRANCISCO","94104"
"2020","PROCESSWEAVER INC","1","0","2","0","54","7489","TX","RICHARDSON","75080"
"2020","COYOTE LOGISTICS LLC","0","0","4","0","54","8357","IL","CHICAGO","60647"
"2020","ENOAH ISOLUTIONS INC","1","0","1","0","54","5560","CA","THOUSAND OAKS","91362"
"2020","ENOAH ISOLUTIONS INC","0","0","2","0","54","5560","CA","WESTLAKE VILLAGE","91362"
"2020","VEROTECH SOLUTIONS LLC","0","0","2","0","54","9442","FL","FORT LAUDERDALE","33321"
"2020","VEROTECH SOLUTIONS LLC","0","0","0","2","54","9442","FL","TAMARAC","33321"
"2020","INFOSENSEGLOBAL INC","0","0","2","0","54","1185","NJ","JERSEY CITY","07310"
"2020","NATIONAL STAFFING SOLUTIONS INC","0","0","0","1","56","2827","FL","WINTER HAVEN","33881"
"2020","GSMUSA INC","0","1","0","0","99","2854","NJ","ENGLEWOOD","07631"
"2020","NIEN ADVANCED SOLUTIONS","0","1","1","0","42","3485","CA","SANTA FE SPRINGS","90670"
"2020","DUO FORTE INC","1","0","0","0","54","7948","CA","SANTA CLARA","95054"
"2020","YES HARDSOFT SOLUTIONS INC","2","1","1","0","54","6037","DE","WILMINGTON","19810"
"2020","CBT NUGGETS LLC","0","1","0","0","61","8860","OR","EUGENE","97401"
"2020","LEAF GROUP LTD","0","0","1","0","54","1239","CA","SANTA MONICA","90404"
"2020","W3GLOBAL INC","1","1","1","0","54","1721","TX","COPPELL","75019"
"2020","W3GLOBAL INC","0","0","4","0","54","1721","TX","FRISCO","75034"
"2020","MIR CONSULTING INC","0","1","0","0","54","3916","NJ","HACKENSACK","07601"
"2020","SOFTWEB SOLUTIONS INC","0","0","2","0","54","8319","IL","ELGIN","60124"
"2020","SPURLOCK LANDSCAPE ARCHITECTS","2","0","0","0","54","5083","CA","SAN DIEGO","92110"
"2020","VEDAINFO INC","3","0","1","1","54","8802","CA","TORRANCE","90503"
"2020","VEDAINFO INC","0","0","0","1","54","8802","CA","TORRANCE","90505"
"2020","MARGULIES HOELZLI ARCHITECTURE","0","0","0","1","54","0142","NY","NEW YORK","10018"
"2020","CONSTANT AVIATION LLC","0","0","1","0","48","7830","OH","CLEVELAND","44135"
"2020","AMKO SOFTWARE SOLUTIONS INC","0","0","3","0","54","0761","NC","CHARLOTTE","28213"
"2020","DATA GLOVE INC DBA TRIMAX AMERICAS","1","1","4","0","54","9553","NJ","PRINCETON","08540"
"2020","APPLAB SYSTEMS INC","3","1","16","0","54","3307","NJ","SOUTH PLAINFIELD","07080"
"2020","INFOSHARE SYSTEMS INC","6","1","13","3","54","1500","CA","MISSION VIEJO","92691"
"2020","KEOLIS TRANSIT AMERICA INC","0","1","0","0","48","4693","MA","BOSTON","02110"
"2020","BHOOLA ENTERPRISES LLC","0","0","1","0","72","6473","PA","BENSALEM","19020"
"2020","XCELTRAIT INC","1","0","3","0","54","1730","TX","IRVING","75062"
"2020","SHUFORD YARNS LLC","0","1","0","0","31","4975","NC","HICKORY","28602"
"2020","QUIGG ENGINEERING INC","0","0","1","0","54","8431","IL","CHICAGO","60606"
"2020","HIGHRISE CONSULTING INC","0","0","1","0","54","5013","MD","BETHESDA","20817"
"2020","RIGHT RESPONSE LLC","1","0","0","0","54","7783","MI","TROY","48098"
"2020","ORTUS SOLUTIONS CORP","0","0","1","0","54","7257","TX","TOMBALL","77375"
"2020","DW DEVELOPMENT INC","0","0","1","0","56","2931","CA","IRVINE","92620"
"2020","AB OVO INC","0","0","1","0","54","3754","CA","SANTA CLARA","95051"
"2020","23ANDME INC","0","0","1","0","62","7371","CA","MOUNTAIN VIEW","94041"
"2020","23ANDME INC","0","0","3","0","62","7371","CA","SUNNYVALE","94086"
